DIC,TPN,HCO3,TN,Mg,Si,TP,TSSD,Na,TOC,UV280,TDS,Fe,SO4,CO3,UV250,specificConductance,TDP,NO3NO2,Cl,NH4,K,PH,NO2,OrthoP,Mn,TPC,DOC,F,ANC,TDN,Ca,Br,TSS
74.7,0.1,289.5,2.8,19.6,4.8,0,0,8.2,1.7,0,503.7,0,20.7,0,0,717.8,0,2.4,26.4,0,2.8,7.7,0,0,0,0.3,1,0,4.8,2.8,77.8,0,0
76.1,0.1,356.8,1.1,18.8,5.2,0,100,6.8,2.5,0,495.6,0,21.4,0,0,706.4,0,2.2,23.2,0,2.8,7.8,0,0,0,0.3,1.3,0,6.2,2.6,87.2,0,2
73.9,0.1,231.6,2.2,18.1,4.7,0,6500,0.1,1.1,0,487.2,0,20.5,0,0,692.9,0,2.2,20.5,0,2.7,7.3,0,0.1,0,0.4,1.4,0,3.8,2.3,64.1,0,130
74.1,0.1,261.1,2.1,19.1,4.9,0,300,8.8,0.9,0,425.6,0,21.5,0,0,609.4,0,2.3,12.9,0,2.5,7.9,0,0,0,0.3,1.2,1.5,4.3,2.3,71.4,0,6
74.8,0,163.1,2.2,18.3,5.2,0,0,9,1,0,425.2,0,21.6,0,0,604.8,0,2.4,22.8,0.1,2.5,8,0,0,0,0.4,1,0,2.9,2.3,43.6,0,0
72.5,0.2,24.3,2.7,0.9,0,0.1,2400,6,1.9,0,401.5,0,1.2,0,0,572.3,0,2.7,3.6,0,0.1,8.1,0,0,0,1.1,1.6,0,0.4,2.8,9.6,0,48
72.1,0,138.9,2.7,19.6,6.7,0,2616.7,5.3,1.7,0,227.1,0,18.8,0,0,324.4,0,2.7,18.5,0,3.1,7.9,0,0,0,0.6,1.9,1.4,2.5,2.8,25.9,0,52.3
73.8,0.2,252,2.9,20.4,6.7,0.1,900,6.2,1.3,0,359.4,0,18.2,0,0,513.5,0,2.9,11.7,0,2.7,8,0,0,0,0.8,1.5,6.5,4.3,2.9,61.7,0,18
45.7,0,188.5,3.2,21,7.2,0,1400,7.5,1.3,0,404.5,0,20.8,0,0,579.2,0,3,25,0,2.7,8.1,0,0,0,0.4,1.4,0,4.3,3.3,41.4,0,28
57.5,0.2,259.4,1.7,15.3,5.7,0,5600,5.6,3.7,0.1,352.4,0,12.5,0,0.2,505.4,0,1.8,19.1,0,3.6,8,0,0,0,1.4,4.1,0,5,1.7,68.5,0,112
75,0.1,184.6,3.1,20.6,6.8,0,1400,6.6,1.8,0,282.4,0,18.7,0,0,402,0,2.6,20.7,0.1,2,7.9,0,0,0,0.6,1.5,0,3.1,3.2,38.7,0,28
68.2,0.1,148.1,2.9,19.9,6.5,0.1,2933.3,6.8,2.3,0,253.2,0,18.4,0,0.1,350.8,0,2.7,24.6,0,2.3,8.1,0,0,0,0.7,1.9,0,2.8,2.8,30.8,0,58.7
75.2,0.1,149.6,2.8,19.1,7.2,0,1900,7.1,1.8,0,235.6,0,16.9,0,0,333.6,0,2.7,17.8,0,3,8.1,0,0.1,0,0.6,1.7,0,2.6,2.8,27.1,0,38
73.3,0.1,190.5,3,21.6,8.1,0.1,1200,7.9,1.7,0,281.5,0,19.6,0,0,401.2,0,3.1,12.6,0,3.1,8.1,0,0,0,0.7,1.4,1.9,3.3,3,35.6,0,24
74.8,0.1,185.6,3,21.2,7.8,0,300,8,0.9,0,279,0,20.4,0,0,395.8,0,3.2,22.6,0,2.8,8,0,0.2,0,0.3,1.1,0,3.1,3.1,35.5,0,6
71.7,0.1,178.2,3.4,17.8,4.8,0,400,5,0.9,0,245.6,0,12.2,0,0,349.1,0,3.8,7.5,0.1,1.6,8.1,0,0.3,0,0.5,1.1,2.1,2.3,3.5,35.2,0,8
72.1,0.2,304.6,3.5,20.3,5.4,0.1,300,6.3,0.9,0,405.7,0,18.1,0,0,578.2,0,3.6,12.7,0,1.8,8.1,0.1,0.4,0,0.4,1.2,1.1,5.3,3.4,75.3,0,6
70.5,0.1,325.5,3.7,21,5.8,0,400,6.6,0.7,0,431.7,0,18.7,0,0,623.7,0,4,10.7,0.1,1.8,7.9,0,0.1,0,0.4,0.8,1.1,5.6,3.6,80,0,8
70.2,0.1,163.6,3.3,22.6,8.1,0.2,800,8.4,1.1,0,257.4,0,24.7,0,0,366.5,0,3.9,10.7,0,3.6,7.7,0.1,0,0,0.5,1.7,2.5,3,3.3,26.2,0,16
71.2,0.1,182.2,3.7,25,8.7,0,1000,9,1.1,0,273.9,0,26.5,0,0,390.6,0,4,9.9,0.1,4,7.8,0.1,0.1,0,0.6,1.1,1.6,3.3,3.8,26.4,0,20
65.1,0.1,295.6,3.2,16.2,5.3,0,1600,5.8,1.1,0,387.3,0,16.1,0,0,551.5,0,3.9,10.5,0.1,2.8,8,0,0.1,0,0.7,1.2,0,5,3.2,76.3,0,32
65.3,0.1,357.6,3.5,16.8,5.1,0.3,1300,5.9,1.5,0,451.4,0,16.4,0,0,643.6,0,3.8,6.3,0.1,2.5,7.9,0.1,0.1,0,0.5,1.3,0.9,6,3.2,94.2,0,26
68.6,0.1,261.5,3.5,16.2,5.4,0.2,700,5.8,0.8,0,356.5,0,16.2,0,0,510.6,0,3.7,13,0.1,2.4,7.6,0,0.1,0,0.5,0.8,1,4.9,3.4,68,0,14
69.6,0.1,343.1,3.2,16.1,5,0.4,500,6.2,0.9,0,450.2,0,16.5,0,0,644.8,0,3.5,13.5,0.1,2.4,7.9,0,0,0,0.4,1.6,1.1,6,2.8,95.1,0,10
68.2,0.1,271.9,3.3,16.8,5.7,0.1,700,6.3,0.9,0,354.8,0,16.7,0,0,507.1,0,3.7,7.2,0,2.2,7.9,-0.1,0,0,0.5,1.1,1.4,4.7,3.3,66.7,0,14
70.3,0.1,206.4,2.9,17.8,5.5,0.1,966.7,7.7,1.2,0,297.7,0,17.5,0,0,419.6,0,3.1,12,0.1,2.2,8.2,-0.1,0,0,0.6,1.2,1.1,3.8,2.9,46.1,0,19.3
68.4,0.1,199.4,3,18.1,5.8,0,1100,8.1,1.2,0,288.4,0,17.4,0,0,410.2,0,3.3,12.6,0,2.3,8.1,-0.1,0,0,0.5,1.2,1.6,4,3,43.5,0.2,22
68.4,0.2,238.5,2.9,16.4,5.8,0.2,2500,5.7,1.8,0,316.5,0,17.2,0,0,450.3,0,2.9,6.1,0.1,2.2,7.8,-0.1,2.2,0,0.9,1.6,1.4,4.2,2.8,56.5,0,50
78.4,0.1,271.4,3.1,16.1,5.7,0.1,1500,5.6,1.4,0,357,0,17.1,0,0,508.3,0,3.1,8.8,0,2.1,8.1,-0.1,0,0,0.6,3.7,0,4.8,1,68.6,0,30
79.8,0.1,339.5,2.9,17.5,5.8,0.1,1500,5.9,1.2,0,437.8,0,17.5,0,0,624.2,0,3.1,7.8,0.1,2.2,8.1,0,0,0,0.6,1.1,1.2,5.7,2.9,89.4,0,30
64.8,0.4,327.5,2.5,17.4,5.1,0.1,1700,6.8,1.4,0,438.7,0,17.2,0,0.1,624.3,0,3.2,15.8,0.1,2.4,8.1,-0.1,0,0,0.6,1.1,0.9,5.4,3.1,87.9,0,34
75.3,0.1,253.5,2.6,17.1,5.9,0.1,1400,7.7,1.4,0,360.2,0,19,0,0,513.6,0,3,16,0.1,2.9,7.4,0,0,0,0.2,1.4,2.5,4.7,3,65.7,0,28
70.9,0.1,262,2.7,17,8.6,0.3,725,7.4,1.3,0,400.8,0,17.7,0,0,572.1,0,1.5,22.2,0.1,2.8,7.8,0,0,0,0.5,1.4,2,4.5,2.7,67,0,14.5
66.8,0.2,289.4,2.2,16.7,7.7,0.1,600,7.4,1.5,0,378.7,0,18.4,0,0,539.9,0,2.6,21.4,0,3,8.1,0,0,0,0.5,1.5,1.6,4.9,2.4,80.1,0,12
71.3,0.1,338.4,2.8,18.1,9.8,0.2,1000,8.8,1.5,0,390.2,0,0.4,0,0.1,557,0,2.8,4.7,0,3.3,8.1,0,0,0,0.4,1.7,0,5.7,2.8,76.5,6.8,20
1.3,0.1,3.2,0.3,0.3,4.2,0,0,0.2,4.4,0,6.8,0,1.4,0,0.1,9.9,0,0,0.3,0.1,0.4,6.3,0,0,0,0.3,3.1,0,0.1,0.3,1,0,0
1.4,0.1,2.8,0.3,0.3,1.3,0,0,0.2,3,0.1,6.7,0,1.4,0,0.1,9.6,0,0,0.3,0,0.4,6.5,0,0,0,0.3,2.9,0,0,0.3,0.9,0,0
1.3,0.1,3.2,0.4,0.3,2.5,0,100,0.2,3,0.1,6.6,0,1.3,0,0.1,9.7,0,0,0.3,0.1,0.4,6.2,0,0,0,0.3,3,0,0.1,0.3,1,0,4
0.9,0,3,0.3,0.2,0,0,0,0.2,3.2,0,6.8,0,1.3,0,0.1,9.6,0,0,0.2,0,0.4,6.6,0,0,0,0.4,2.8,0,0.1,0.3,0.9,0,0
0.7,0.1,3.6,0.3,0.2,0,0,0,0.2,3.1,0,7,0,1.3,0,0.1,10.3,0,0,0.2,0,0.4,6.7,0,0,0,0.3,2.9,0,0.1,0.3,1.1,0,0
0.9,0.2,3.5,0.3,0.3,0,0,0,0.3,3.4,0,6.7,0,1.2,0,0.1,9.6,0,0,0.2,0.1,0.4,6.4,0,0,0,0.3,3,0,0.1,0.4,0.9,0,0
0.7,0.1,2.9,0.3,0.4,0,0,100,0.2,4.4,0.1,6.2,0,1.2,0,0.1,8.9,0,0,0.4,0.1,0.4,6.2,0,0,0,0.4,4.4,0,0,0.2,0.8,0,4
0.7,0.1,4.8,0.3,0.6,0,0,100,0.2,4.4,0.1,8.4,0,1.6,0,0.1,12.1,0,0,0.4,0.1,0.4,8.9,0,0,0,0.3,4.2,0,0.1,0.2,0.9,0,4
0.7,0.1,5.5,0.3,1.1,0,0,100,0.2,4.3,0.1,10,0,2.2,0,0.1,14.2,0,0,0.4,0.1,0.4,6.9,0,0,0,0.3,4.4,0,0.1,0.2,0.8,0,4
0.4,0.1,1,0.3,0.1,0,0,0,0,4.9,0.1,4,0,1,0,0.1,13.1,0,0,0.4,0,0.3,6.8,0,0,0,0.4,4.3,0,0,0.2,0.6,0,0
0.6,0,1.5,0.3,0.2,0,0,0,0,4.8,0.1,4.5,0,1,0,0.1,12.8,0,0,0.4,0,0.3,6.6,0,0,0,0.4,4.3,0,0,0.3,0.7,0,0
0.5,0.1,1.9,0.3,0.2,0,0,0,0,4.5,0.1,4.7,0,1,0,0.1,12.8,0,0,0.4,0,0.3,6.8,0,0,0,0.3,4.4,0,0,0.3,0.8,0,0
0.9,0.1,1.5,0.3,0.2,0,0.1,0,0,4.9,0.1,4.1,0,1,0,0.1,13.4,0,0,0.4,0,0.3,6.6,0,0,0,0.3,4.6,0,0,0.3,0.7,0,0
1.1,0.1,1.5,0.3,0.2,0,0,0,0,5,0.1,4.2,0,1,0,0.1,13.1,0,0,0.4,0,0.4,6.5,0,0,0,0.3,4.9,0,0,0.3,0.7,0,0
52.3,0.1,2.1,0.3,0.2,0,0,100,0,4.9,0.1,4.5,0,1,0,0.1,13.3,0,0,0.4,0,0.4,6.6,0,0,0,0.3,4.7,0,0,0.3,0.8,0,2
1,0,5.4,0.3,0.4,0,0,0,0.4,4.8,0.1,9.1,0.1,1,0,0.1,12.9,0,0,0.5,0.1,0.7,6.4,-0.1,0,0,0.3,4.5,0,0.1,0.3,1.2,0,0
1,0.1,6.9,0.3,0.4,0,0,0,0.4,4.6,0.1,9,0,1,0,0.1,12.8,0,0,0.4,0.1,0.7,6.5,-0.1,0,0,0.3,4.6,0,0.1,0.3,1.4,0,0
0.9,0.1,5.3,0.3,0.4,0,0,0,0.3,4.8,0.1,8.4,0,1,0,0.1,11.8,0,0,0.4,0.1,0.6,6.4,-0.1,0,0,0.3,4.4,0,0.1,0.3,1.1,0,0
1,0.1,4.2,0.1,0.3,0.1,0,0,0.2,4.5,0.1,7.3,0.1,1,0,0.1,10.6,0,0,0.3,0.1,0.6,6.2,0,0,0,0.4,4.2,0,0.1,0.1,1,0,0
1.3,0.1,4.1,0.1,0.3,0,0,0,0.2,4.4,0.1,7.3,0,1,0,0.1,10.4,0,0,0.3,0.1,0.6,6.2,0,0,0,0.4,4,0,0.1,0.1,1,0,0
0.8,0.1,3.8,0.1,0.3,0,0,100,0.2,4.5,0.1,7.4,0.1,1,0,0.1,10.4,0,0,0.3,0.1,0.5,6.1,0,0,0,0.4,4.3,0,0.1,0.1,1,0,2
1.2,-0.1,3.3,0.2,0.9,0.1,0,0,0.9,4.2,0.1,24.6,0,2.8,0,0.1,33.9,0,0,2.6,0.1,0,6.1,0,0,0,0.3,4,0,0.1,0.2,4.1,0,0
1.2,0,3.3,0.2,0.5,0.1,0,100,0.6,4.2,0.1,19.5,0,3.7,0,0.1,26.4,0,0.4,4.3,0.1,0,6.1,0,0,0,0.4,3.9,0,0.1,0.1,3.7,0,2
1.4,0.1,4.6,0.3,0.6,0.1,0,300,0.8,4.3,0.1,12,0,1.2,0,0.1,16.7,0,0.1,5.4,0.2,0.6,6.4,0,0,0,0.3,4.4,0,0.1,0.3,3.1,0,6
1.5,0.1,2,0.3,0.5,0.1,0,0,0.8,4.4,0.1,11,0,0.4,0,0.1,15.4,0,0.1,5,0,0.7,5.7,0,0.1,0,0.3,4.9,0.3,0,0.3,2.2,0,0
1.1,0.2,1.4,0.4,0.3,0,0.1,0,1,3.1,0,9.2,0.1,0.5,0,0.1,13.1,0,0,3.7,0,0.4,6.4,0,0,0,0.4,3.5,0.1,0,0.4,2.1,0,0
1.5,0.2,5.3,0.5,0.3,0.1,0,0,0,3.4,0.1,9.7,0,0.8,0,0.1,14.1,0,0,1,0,0.4,6,0,0,0,0.3,3.3,0.2,0.1,0.4,2.2,0,0
2,0.1,8.2,0.5,0.6,0,0.1,300,0.2,3.6,0.1,9.5,0,0.8,0,0.1,13.9,0,0,2.1,0,0.3,6.3,0,0,0,0.5,3,0,0.2,0.4,3.1,0,6
0.7,0.1,0.3,0.4,0.2,0,0.1,100,0.2,3.3,0,8,0,0.8,0,0.1,11.6,0,0,1.6,0.1,0.3,7.2,0,0,0,0.3,3,0,0,0.4,0.9,0,2
1,0.1,2.9,0.3,0.6,0,0.2,300,0.1,3.5,0.1,6.9,0,0.1,0,0.1,9.8,0,0,0.2,0,0.2,6.9,0,0,0,0.3,3.5,0.7,0.1,0.2,0.8,0,6
2.2,0.1,2.3,0.3,0.4,0,0,300,0.1,3.3,0.1,6.8,0,0.1,0,0.1,9.8,0,0,0.3,0,0.2,6.3,0,0,0,0.4,3.1,0.9,0,0.2,1.1,0,6
1.1,0.1,4.7,0.3,0.6,0,0,0,0.1,4.4,0.1,7.7,0,0.8,0,0.1,11,0,0,2,0,0.4,6.6,0,0,0,0.3,4.4,0,0.1,0.3,0.6,0,0
0.8,0.1,3.6,0.3,0.4,0,0,200,0.3,4.4,0.1,8,0,0.7,0,0.1,11.2,0,0,0.1,0,0.4,6.7,0,0,0,0.3,4.4,0.5,0.1,0.3,1,0,4
0.9,0.1,4.3,0.3,0.3,0.2,0,200,0.3,4,0.1,9.2,0,0.3,0,0.1,11.9,0,0,0,0,0.4,6.4,0,0,0,0.3,4,0.3,0.1,0.3,0.8,0,4
1.5,0.1,41.4,0.3,0.9,0.1,0,0,2.1,4.2,0.1,18.1,0,2.1,0,0.1,24.3,0,-0.1,1.2,0,0,6.8,0.1,0,0,0.3,4.1,0,0.7,0.3,1.6,0,0
1.3,0.1,2.1,0.5,0.3,0,0,100,0.2,5.4,0.1,13.3,0.1,0,0,0.1,18.4,0,-0.1,5.5,0,0.1,6.6,0.1,0,0,0.3,4,0,0.1,0.4,3.2,0,2
1.2,0.2,0.7,0.5,0.3,0.5,0,600,0.3,5.8,0.1,8.7,0.1,0.8,0,0.1,12,0,-0.1,0.7,0.1,0.4,6.8,0,0.2,0,0.4,4.9,1.2,0,0.3,1.2,0,12
1.3,0,3.4,0.4,0.3,0,0,100,0.2,4,0,6.9,0,0.9,0,0.1,9.7,0,0.1,0.8,0.1,0.4,6.5,0,0,0,0.3,3.7,0,0.1,0.4,1.1,0,2
1.3,0.1,0.4,0.3,0.3,0,0,300,0.1,4.1,0.1,6.6,0.1,0.8,0,0.1,9.3,0,-0.1,2.4,0,0.3,7.3,-0.1,0,0,0.4,3.4,0,0,0.2,1.1,0,6
0.6,0.1,2.7,0.3,0.2,0.1,0.2,200,0,3.7,0,5.6,0,0.4,0,0.1,7.8,0,0,0.1,0,0.3,6.5,-0.1,0,0,0.3,3.5,0.2,0,0.3,0.9,0,4
1.6,0.1,1.3,0.3,0.3,0.2,0,200,0,3.8,0.1,5.7,0.1,0.4,0,0.1,7.9,0,0,1.6,0,0.3,6.4,-0.1,0,0,0.4,3.5,0,0,0.3,1,0,4
1.4,0.1,1.3,0.3,0.2,0,0.2,100,0,4.1,0.1,5.1,0,0.5,0,0.1,7.2,0,-0.1,1.4,0.1,0.2,8,-0.1,0,0,0.4,3.8,0,0,0.3,0.9,0,2
1.9,0.1,1.3,0.3,0.2,0.2,0,100,0.1,4.6,0.1,5.2,0,0.9,0,0.1,7,0,0,1,0,0.4,6.9,0,0,0,0.3,4.2,0,0,0.2,0.7,0,2
3.3,0.1,1.2,0.3,0.2,0.3,0.3,200,0.1,3.5,0.1,6.6,0,1.3,0,0.1,8.8,0,0,0.5,0,0.3,6.2,0,0,0,0.3,3.3,0,0,0.2,0.7,0,4
1.6,0.1,0.6,0.2,0.2,0,0.1,200,0,4.8,0.1,8.4,0,0.6,0,0.1,11.7,0,0,1.6,0,0.4,7.8,0,0,0,0.2,5.1,0,0,0.2,0.8,0,4
4.5,0,3.5,0,0.6,0.3,0,100,2.2,1.1,0,27.9,0,0.5,0,0,37.5,0,0,12.8,0.1,0,6.9,0,0,0,0.3,1,0,0.1,0,5.7,0,2
3.7,0.1,2,-0.2,0.5,0.3,0.1,800,1.6,1.9,0,21.4,0,4,0,0.1,29.8,0,0,2.7,0.1,0,6.9,0,0,0,0.5,1.9,0,0,-0.2,3.4,0,16
4,0.1,7.6,-0.2,1.3,0.3,0.1,100,3.7,0.6,0,38.4,0,4.4,0,0,38.9,0,0,10.7,0.1,0.1,7.2,0,0,0,0.3,0.6,0.7,0.1,-0.2,5.7,0,2
3.9,0.1,5.7,-0.2,0.9,0.3,0.1,100,3,0.6,0,36.5,0,3.6,0,0,32.7,0,0,11.2,0.1,0.1,7,0,0,0,0.3,0.8,0,0.1,-0.2,5.7,0,2
3.8,0.1,3.9,0,0.2,0.3,0,0,1.9,0.6,0,18,0,2.9,0,0,25.7,0,0,4.3,0.1,0.1,7.3,0,0.1,0,0.3,0.6,0,0.1,0,3.5,0,0
3.8,0.1,11.1,0,0.6,0.3,0,0,3.8,0.4,0,37.6,0,1.9,0,0,52.7,0,0,7.4,0.1,1,7.5,0,0,0,0.3,0.4,1.7,0.2,0,5.5,0,0
3.7,0.1,10.9,0,3.5,7.4,0,0,5,0.8,0,23.6,0,0.5,0,0,33.6,0,0,19,0.1,0.4,7.1,0,0.1,0,0.3,0.8,1.1,0.2,0,5.4,0,0
3.6,0.1,6.7,0,0.8,7.1,0,300,4,0.6,0,27.6,0,0.4,0,0,37.5,0,0,19.6,0.1,0.3,7.2,0,0.1,0,0.3,0.9,0,0.2,0,8.5,0,6
3.9,0.1,8.4,0,0.5,6.9,0,200,2.6,0.8,0,37.1,0,0.4,0,0,37.7,0,0,6.2,0.1,0.1,7.2,0,0.1,0,0.3,0.7,0,0.2,0,3.2,0,4
3.6,0.1,11.4,0.1,0.5,6.5,0,100,2.4,0.8,0,25.7,0,0.3,0,0.1,34.4,0,0,3.3,0,0.1,6.9,0,0,0,0.3,0.9,0,0.2,0.1,2.8,0,2
3.5,0.1,2.8,0,0.5,7.1,0.1,0,2.6,1,0,21.4,0,0.4,0,0,29,0.1,0,9.5,0,0.1,7,0,0.1,0,0.3,1,0,0,0,3.4,0,0
3.5,0.1,4.4,-0.1,0.6,7.3,0,0,2.7,0.8,0,26,0,0.4,0,0,35.8,0,0,9.1,0,0.1,6.6,0,0,0,0.3,0.8,0,0.1,-0.1,3.5,0,0
3.7,0.1,4.3,0.1,0.9,6.8,0.3,200,0.2,1,0,25.4,0,0.2,0,0,35.2,0,0,11.6,0,0,7.3,0,0.1,0,0.3,1,0,0.1,0.1,6.5,0,4
4.6,0.1,9.6,0.3,1,7.4,0,0,0.4,0.8,0,27.5,0,0.2,0,0,38.4,0,0,10.7,0,0.2,7.1,0,0,0,0.9,0.8,0,0.2,0.2,7.2,0,0
3.9,0.1,5.5,0.3,0.6,7.8,0,100,1.6,0.9,0,22,0,0.3,0,0,31.4,0,0,5.4,0.1,0.1,7,0,0,0,0.3,1.6,0,0.3,0.3,3,0,2
4,0.1,7.3,0.2,0.6,7.9,0.1,100,1.3,0.7,0,22,0,0.1,0,0,31.4,0,0,7.5,0,0,7.1,0,0,0,0.3,0.6,0,0.1,0.2,5.7,0,2
4.6,0.1,9.8,0,0.8,9.7,0,0,2,0.8,0,25.5,0,1,0,0,36.5,0,0,0.3,0,0,7.3,0,0,0,0.3,0.9,3.1,0.2,0,4,0,0
3.4,0.1,7.2,0,0.8,8.8,0,0,1.9,0.7,0,22.1,0,0.7,0,0,31.6,0,0,1,0,0,7.4,0,0,0,0.3,1.1,3.4,0.2,0,3.5,0,0
4.5,0.1,13.7,0.2,0.9,10.2,0.1,33.3,2.4,0.6,0,28.6,0,0.3,0,0,39.9,0,0,5.6,0,0,7.4,0,0,0,0.4,0.7,0,0.3,0.2,4.1,0,0.7
4.3,0.1,22.4,0,0.9,9.1,0,200,2.1,0.9,0,26.3,0,0,0,0,35.8,0,0,0.1,0.1,0,7.6,0,0,0,0.4,1.1,0,0.4,0.1,3.8,0,4
4.3,0.1,23.2,0,0.9,9.3,0,100,2.3,0.7,0,29.4,0,0,0,0,40.2,0,0,1,0,0.1,7.3,0,0.1,0,0.5,0.9,0,0.4,0,4.2,0,2
4.1,3,21.2,0,0.9,9.2,0,100,2.4,0.9,0,27.4,0,0,0,0,37.7,0,0,1,0,0.1,7.4,0,0.1,0,0.6,1,0,0.4,0,4,0,2
4.8,0.1,20.3,0.1,0.9,10.4,0.1,400,2.5,1.3,0,27.6,0,0.1,0,0,37.5,0,0,3,0,0.1,7.3,0,0.1,0,0.4,1.3,0,0.3,0.1,4.3,0,8
5,0.1,22.6,0.2,0.9,8.1,0,300,2.2,2.5,0,27.6,0,0,0,0,38.6,0,0,0.9,0,0,7.1,0,0,0,0.3,1.9,0,0.4,0.2,4,0,6
4.8,0.1,19.2,0.1,0.9,8,0.1,100,2.1,1,0,27.5,0,0.4,0,0,37,0,-0.1,1.3,0,0,7.4,0.1,0,0,0.3,1.9,0,0.4,0.1,3.9,0,2
4.5,0.1,16,-0.1,0.9,7.3,0.1,0,1.8,1.8,0,25.5,0,0.2,0,0,35.4,0,-0.1,1.3,0.1,0,7.2,0.1,0.4,0,0.4,1.2,0.5,0.4,-0.1,3.6,0,0
4.1,0.1,23.1,0.1,0.9,11,0.2,0,2.8,0.9,0,32.2,0,0.3,0,0,45.2,0,-0.1,2.4,0,0.2,7.4,0.1,0,0,0.3,1,0,0.4,0.1,4.8,0,0
4,0.1,27.3,0.1,1,12.9,0,100,3.2,0.6,0,37.6,0,0.3,0,0,50.2,0,-0.1,2.5,0,0.2,7.5,0.1,0.2,0,0.3,0.6,0,0.6,0.1,5.5,0,2
4,3.7,22.7,0.1,0.9,12.2,0,200,3,0.7,0,35,0,0.3,0,0,49.6,0,-0.1,0.7,0,0.2,7.1,0.1,0.4,0,0.3,0.7,1.8,0.4,0.1,5.4,0,4
3.7,0.1,7.3,0.1,0.6,7.8,0.1,500,2,0.8,0,22.5,0,0.3,0,0,30.1,0,-0.1,5.2,0.1,0.1,7.7,0.1,0.2,0,0.3,0.8,0.8,0.2,0.1,3.6,0,10
4.4,0.1,12.9,0.1,0.6,7.9,0.4,400,2,0.8,0,22.6,0,0.3,0,0,33.1,0,-0.1,3.2,0.1,0.1,6.9,0.1,0,0,0.3,0.8,0.2,0.3,0.1,3.6,0,8
3.7,0.1,17.1,0,0.6,8,0.5,300,1.9,0.4,0,22.4,0,0.2,0,0,32.8,0.1,-0.1,0.8,0.1,0.1,7.4,0,0,0,0.3,0.5,0.1,0.3,0,3.5,0,6
3.9,0.1,18.4,0,0.6,7.8,0.2,0,2,0.9,0,24.6,0,0.3,0,0,32.9,0,-0.1,1.1,0.1,0.1,7.6,-0.1,0,0,0.3,0.9,0,0.5,0.1,3.6,0,0
4,0.1,11.1,0.1,0.6,7.6,0.1,0,2.3,1.1,0,22.4,0,0.4,0,0,32.2,0,-0.1,4.2,0.1,0,7.2,-0.1,0,0,0.3,1.1,1.2,0.2,0.1,3.3,0,0
4.8,0.1,16,0,0.7,8.1,0,300,2.7,0.7,0,27.6,0,0.4,0,0,37.5,0,-0.1,2.7,0.1,0.1,7.4,-0.1,0,0,0.3,2.1,0.3,0.4,0,3.7,0,6
4.2,0.1,18,0.1,0.7,8.3,0,200,2.7,0.8,0,25.7,0,0.2,0,0,34.6,0,0,2,0.1,0.1,7.8,-0.1,0,0,0.3,0.8,0,0.3,0.1,3.6,0,4
4.2,0.1,19,0.1,0.7,8.4,0.2,100,1.8,0.7,0,23.1,0,0.3,0,0,32.1,0,0,0.2,0,0.1,7.7,-0.1,0,0,0.3,0.8,0.1,0.4,0.1,3.7,0,2
3.9,0.1,5.3,0.1,0.6,8,0,100,1.8,1.3,0,20.7,0,10.3,0,0,31,0,0,0.1,0,0.1,7.4,-0.1,0,0,0.5,1.1,0,0.1,0.1,3.5,0,2
5.1,0.1,15,0.1,0.7,7.8,0,100,1.8,0.5,0,23.1,0,0.2,0,0,32.6,0,-0.1,2.4,0.1,0,7.8,-0.1,0,0,0.4,0.7,0,0.3,0.1,3.7,0,2
4.3,0.1,13.2,0,0.6,8.7,0.1,200,2.2,0.7,0,25.1,0,2.3,0,0,35.7,0.1,0,3,0,0.1,7,0,0,0,0.2,0.6,0,0.3,0.1,3.9,0,4
5.1,0.1,12.1,0.1,0.6,8.5,0.1,0,2.2,0.6,0.1,32.5,0,1.9,0,0,33.6,0,0,3.1,0.1,0.1,7.3,0,0,0,0.3,0.7,0.2,0.2,0.1,3.5,0,0
5.5,0.1,14.2,0.2,0.7,13.3,0.1,200,2.4,1,0,24.4,0,0,0,0,36.1,0,0,3.7,0,0.1,7.8,0,0,0,0.2,0.6,0,0.3,0.1,3.9,0,4
6.6,0.1,14,0.1,0.6,12.2,0.4,200,1.1,0.8,0,30.3,0,0.1,0,0,42.2,0,0,1.4,0,0.1,7.4,0,0,0,0.3,1.2,0,0.3,0.1,3.4,0.1,4
0.8,0.1,4.3,0.1,0.2,3.1,0,600,0.8,2.1,0,7.1,0,0.2,0,0.1,10.6,0,0,0.5,0.1,0.4,6.3,0,0,0,0.2,1.5,0,0.2,0.1,0.4,0,24.2
1,0,2.5,0.1,0.5,0,0,0,0.9,2.3,0.1,7.9,3.8,0.3,0,0.1,12.4,0,0,2.1,0,0.5,6.4,0,0.1,0,0.2,1.8,0,0.2,0.1,0.3,0,0
0.9,0.1,12.8,0.1,1.4,3.2,0,100,1.7,20.8,0.1,31.1,1.4,0.7,0,0.1,26.3,0,0,1.7,0.1,0.5,6.4,0,0,0,0.2,2.6,0,0.2,0.1,1.4,0,4.3
0.9,0.1,2.3,0.1,0.2,3.1,0,300,0.6,2.6,0.1,42.1,2.9,0.5,0,0.1,5.2,0,0,0.2,0.1,0.2,6.2,0,0.3,0,0.3,2.6,0,0.3,0.1,0.1,0,12.1
0.9,0.1,2.4,0.1,0.4,4.4,0.1,0,1,2.3,0.1,47.2,8.6,0.6,0,0.2,17.8,0.1,0,1.8,0.1,0.5,6.4,0,0.3,0.1,0.2,2.4,0,0.1,0.1,0.4,0.1,0
